"Time (CET)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2020 10:30 - 05.01.2020 10:45","49859","51281"
"05.01.2020 10:45 - 05.01.2020 11:00","50265","51628"
"05.01.2020 11:00 - 05.01.2020 11:15","50859","52183"
"05.01.2020 11:15 - 05.01.2020 11:30","51435","53227"
"05.01.2020 11:30 - 05.01.2020 11:45","52155","53594"
"05.01.2020 11:45 - 05.01.2020 12:00","52293","53675"
"05.01.2020 12:00 - 05.01.2020 12:15","52056","53490"
"05.01.2020 12:15 - 05.01.2020 12:30","51688","53380"
"05.01.2020 12:30 - 05.01.2020 12:45","51566","53261"
"05.01.2020 12:45 - 05.01.2020 13:00","51360","52970"
"05.01.2020 13:00 - 05.01.2020 13:15","51225","52682"
"05.01.2020 13:15 - 05.01.2020 13:30","50773","52172"
"05.01.2020 13:30 - 05.01.2020 13:45","50438","51871"
"05.01.2020 13:45 - 05.01.2020 14:00","50068","51441"
"05.01.2020 14:00 - 05.01.2020 14:15","50197","51434"
"05.01.2020 14:15 - 05.01.2020 14:30","50009","51016"
"05.01.2020 14:30 - 05.01.2020 14:45","49691","50624"
"05.01.2020 14:45 - 05.01.2020 15:00","49116","50639"
"05.01.2020 15:00 - 05.01.2020 15:15","49734","50797"
"05.01.2020 15:15 - 05.01.2020 15:30","49186","50623"
"05.01.2020 15:30 - 05.01.2020 15:45","48950","50443"
"05.01.2020 15:45 - 05.01.2020 16:00","49062","50624"
"05.01.2020 16:00 - 05.01.2020 16:15","50010","51056"
"05.01.2020 16:15 - 05.01.2020 16:30","50105","51356"
"05.01.2020 16:30 - 05.01.2020 16:45","50860","52321"
"05.01.2020 16:45 - 05.01.2020 17:00","51713","53643"
"05.01.2020 17:00 - 05.01.2020 17:15","53145","55092"
"05.01.2020 17:15 - 05.01.2020 17:30","53662","55744"
"05.01.2020 17:30 - 05.01.2020 17:45","54052","56283"
"05.01.2020 17:45 - 05.01.2020 18:00","54436","57065"
"05.01.2020 18:00 - 05.01.2020 18:15","55074","57269"
"05.01.2020 18:15 - 05.01.2020 18:30","55213","57102"
"05.01.2020 18:30 - 05.01.2020 18:45","54817","56737"
"05.01.2020 18:45 - 05.01.2020 19:00","54386","56464"
"05.01.2020 19:00 - 05.01.2020 19:15","54456","56085"
"05.01.2020 19:15 - 05.01.2020 19:30","54015","55566"
"05.01.2020 19:30 - 05.01.2020 19:45","53875","54952"
"05.01.2020 19:45 - 05.01.2020 20:00","53443","54596"
"05.01.2020 20:00 - 05.01.2020 20:15","52930","53860"
"05.01.2020 20:15 - 05.01.2020 20:30","52404","53213"
"05.01.2020 20:30 - 05.01.2020 20:45","51667","52572"
"05.01.2020 20:45 - 05.01.2020 21:00","51069","52180"
"05.01.2020 21:00 - 05.01.2020 21:15","50650","51863"
"05.01.2020 21:15 - 05.01.2020 21:30","50312","51419"
"05.01.2020 21:30 - 05.01.2020 21:45","50391","51277"
"05.01.2020 21:45 - 05.01.2020 22:00","50456","51156"
"05.01.2020 22:00 - 05.01.2020 22:15","51043","51798"
"05.01.2020 22:15 - 05.01.2020 22:30","51014","51422"
"05.01.2020 22:30 - 05.01.2020 22:45","50332","50546"
"05.01.2020 22:45 - 05.01.2020 23:00","49772","49702"
"05.01.2020 23:00 - 05.01.2020 23:15","48772","48790"
"05.01.2020 23:15 - 05.01.2020 23:30","47998","48122"
"05.01.2020 23:30 - 05.01.2020 23:45","47423","47570"
"05.01.2020 23:45 - 06.01.2020 00:00","46961","46939"
"06.01.2020 00:00 - 06.01.2020 00:15","45823","46068"
"06.01.2020 00:15 - 06.01.2020 00:30","44899","45650"
"06.01.2020 00:30 - 06.01.2020 00:45","44556","45645"
"06.01.2020 00:45 - 06.01.2020 01:00","44275","45226"
"06.01.2020 01:00 - 06.01.2020 01:15","43094","44634"
"06.01.2020 01:15 - 06.01.2020 01:30","42852","44323"
"06.01.2020 01:30 - 06.01.2020 01:45","42796","43832"
"06.01.2020 01:45 - 06.01.2020 02:00","42486","43387"
"06.01.2020 02:00 - 06.01.2020 02:15","42063","43414"
"06.01.2020 02:15 - 06.01.2020 02:30","42086","43189"
"06.01.2020 02:30 - 06.01.2020 02:45","41729","43074"
"06.01.2020 02:45 - 06.01.2020 03:00","41781","43132"
"06.01.2020 03:00 - 06.01.2020 03:15","42019","43546"
"06.01.2020 03:15 - 06.01.2020 03:30","42038","43541"
"06.01.2020 03:30 - 06.01.2020 03:45","42105","43616"
"06.01.2020 03:45 - 06.01.2020 04:00","42028","43720"
"06.01.2020 04:00 - 06.01.2020 04:15","42741","44417"
"06.01.2020 04:15 - 06.01.2020 04:30","43131","44735"
"06.01.2020 04:30 - 06.01.2020 04:45","43078","44969"
"06.01.2020 04:45 - 06.01.2020 05:00","43243","45344"
"06.01.2020 05:00 - 06.01.2020 05:15","44553","46691"
"06.01.2020 05:15 - 06.01.2020 05:30","44749","47153"
"06.01.2020 05:30 - 06.01.2020 05:45","45337","47559"
"06.01.2020 05:45 - 06.01.2020 06:00","46503","48753"
"06.01.2020 06:00 - 06.01.2020 06:15","48594","50654"
"06.01.2020 06:15 - 06.01.2020 06:30","50001","51590"
"06.01.2020 06:30 - 06.01.2020 06:45","51177","52826"
"06.01.2020 06:45 - 06.01.2020 07:00","52200","54104"
"06.01.2020 07:00 - 06.01.2020 07:15","53604","55568"
"06.01.2020 07:15 - 06.01.2020 07:30","54261","57711"
"06.01.2020 07:30 - 06.01.2020 07:45","55235","58657"
"06.01.2020 07:45 - 06.01.2020 08:00","56267","58536"
"06.01.2020 08:00 - 06.01.2020 08:15","56255","59579"
"06.01.2020 08:15 - 06.01.2020 08:30","56516","59932"
"06.01.2020 08:30 - 06.01.2020 08:45","56945","60328"
"06.01.2020 08:45 - 06.01.2020 09:00","57051","60562"
"06.01.2020 09:00 - 06.01.2020 09:15","57599","61126"
"06.01.2020 09:15 - 06.01.2020 09:30","58566","61656"
"06.01.2020 09:30 - 06.01.2020 09:45","58818","61911"
"06.01.2020 09:45 - 06.01.2020 10:00","59004","62197"
"06.01.2020 10:00 - 06.01.2020 10:15","59295","62613"
"06.01.2020 10:15 - 06.01.2020 10:30","59593","62928"
"06.01.2020 10:30 - 06.01.2020 10:45","60300","62903"
"06.01.2020 10:45 - 06.01.2020 11:00","60380","63222"
"06.01.2020 11:00 - 06.01.2020 11:15","60513","63292"
"06.01.2020 11:15 - 06.01.2020 11:30","61176","63908"
"06.01.2020 11:30 - 06.01.2020 11:45","61249","64031"
"06.01.2020 11:45 - 06.01.2020 12:00","61615","63884"
"06.01.2020 12:00 - 06.01.2020 12:15","61369","63895"
"06.01.2020 12:15 - 06.01.2020 12:30","61137","64140"
"06.01.2020 12:30 - 06.01.2020 12:45","61099","64152"
"06.01.2020 12:45 - 06.01.2020 13:00","61273","63825"
"06.01.2020 13:00 - 06.01.2020 13:15","61312","63736"
"06.01.2020 13:15 - 06.01.2020 13:30","61256","63208"
"06.01.2020 13:30 - 06.01.2020 13:45","60797","62523"
"06.01.2020 13:45 - 06.01.2020 14:00","60475","62374"
"06.01.2020 14:00 - 06.01.2020 14:15","60748","62525"
"06.01.2020 14:15 - 06.01.2020 14:30","60873","62136"
"06.01.2020 14:30 - 06.01.2020 14:45","60670","62050"
"06.01.2020 14:45 - 06.01.2020 15:00","59802","61938"
"06.01.2020 15:00 - 06.01.2020 15:15","60255","62091"
"06.01.2020 15:15 - 06.01.2020 15:30","59780","61887"
"06.01.2020 15:30 - 06.01.2020 15:45","59545","61793"
"06.01.2020 15:45 - 06.01.2020 16:00","59390","61575"
"06.01.2020 16:00 - 06.01.2020 16:15","60067","62017"
"06.01.2020 16:15 - 06.01.2020 16:30","60031","62252"
"06.01.2020 16:30 - 06.01.2020 16:45","61287","62937"
"06.01.2020 16:45 - 06.01.2020 17:00","61592","64163"
"06.01.2020 17:00 - 06.01.2020 17:15","62865","65624"
"06.01.2020 17:15 - 06.01.2020 17:30","63058","66554"
"06.01.2020 17:30 - 06.01.2020 17:45","63285","67021"
"06.01.2020 17:45 - 06.01.2020 18:00","63478","67268"
"06.01.2020 18:00 - 06.01.2020 18:15","63810","67095"
"06.01.2020 18:15 - 06.01.2020 18:30","63728","67072"
"06.01.2020 18:30 - 06.01.2020 18:45","63121","66773"
"06.01.2020 18:45 - 06.01.2020 19:00","62719","66379"
"06.01.2020 19:00 - 06.01.2020 19:15","62598","66094"
"06.01.2020 19:15 - 06.01.2020 19:30","62024","65710"
"06.01.2020 19:30 - 06.01.2020 19:45","61790","65325"
"06.01.2020 19:45 - 06.01.2020 20:00","61248","64587"
"06.01.2020 20:00 - 06.01.2020 20:15","60046","63489"
"06.01.2020 20:15 - 06.01.2020 20:30","59142","62180"
"06.01.2020 20:30 - 06.01.2020 20:45","58234","61278"
"06.01.2020 20:45 - 06.01.2020 21:00","57434","60653"
"06.01.2020 21:00 - 06.01.2020 21:15","56605","60114"
"06.01.2020 21:15 - 06.01.2020 21:30","55972","59637"
"06.01.2020 21:30 - 06.01.2020 21:45","55648","59110"
"06.01.2020 21:45 - 06.01.2020 22:00","55077","58435"
"06.01.2020 22:00 - 06.01.2020 22:15","55056","58232"
"06.01.2020 22:15 - 06.01.2020 22:30","54780","57700"
"06.01.2020 22:30 - 06.01.2020 22:45","53879","56550"
"06.01.2020 22:45 - 06.01.2020 23:00","53061","55761"
"06.01.2020 23:00 - 06.01.2020 23:15","51806","54441"
"06.01.2020 23:15 - 06.01.2020 23:30","50789","53660"
"06.01.2020 23:30 - 06.01.2020 23:45","50203","52846"
"06.01.2020 23:45 - 07.01.2020 00:00","49596","52492"
"07.01.2020 00:00 - 07.01.2020 00:15","48282","51474"
"07.01.2020 00:15 - 07.01.2020 00:30","47279","51147"
"07.01.2020 00:30 - 07.01.2020 00:45","46735","51127"
"07.01.2020 00:45 - 07.01.2020 01:00","46404","50839"
"07.01.2020 01:00 - 07.01.2020 01:15","45195","50559"
"07.01.2020 01:15 - 07.01.2020 01:30","45107","50149"
"07.01.2020 01:30 - 07.01.2020 01:45","44976","49900"
"07.01.2020 01:45 - 07.01.2020 02:00","44784","49457"
"07.01.2020 02:00 - 07.01.2020 02:15","44515","48720"
"07.01.2020 02:15 - 07.01.2020 02:30","44743","48415"
"07.01.2020 02:30 - 07.01.2020 02:45","44600","48343"
"07.01.2020 02:45 - 07.01.2020 03:00","44818","48459"
"07.01.2020 03:00 - 07.01.2020 03:15","44914","48630"
"07.01.2020 03:15 - 07.01.2020 03:30","44898","48763"
"07.01.2020 03:30 - 07.01.2020 03:45","44983","48961"
"07.01.2020 03:45 - 07.01.2020 04:00","45068","49361"
"07.01.2020 04:00 - 07.01.2020 04:15","45830","50009"
"07.01.2020 04:15 - 07.01.2020 04:30","46269","50137"
"07.01.2020 04:30 - 07.01.2020 04:45","46547","50529"
"07.01.2020 04:45 - 07.01.2020 05:00","46861","51093"
"07.01.2020 05:00 - 07.01.2020 05:15","48240","52380"
"07.01.2020 05:15 - 07.01.2020 05:30","48716","52952"
"07.01.2020 05:30 - 07.01.2020 05:45","49500","53983"
"07.01.2020 05:45 - 07.01.2020 06:00","51245","55314"
"07.01.2020 06:00 - 07.01.2020 06:15","53820","58213"
"07.01.2020 06:15 - 07.01.2020 06:30","55395","60074"
"07.01.2020 06:30 - 07.01.2020 06:45","56969","61707"
"07.01.2020 06:45 - 07.01.2020 07:00","58365","63500"
"07.01.2020 07:00 - 07.01.2020 07:15","59901","65459"
"07.01.2020 07:15 - 07.01.2020 07:30","60965","66582"
"07.01.2020 07:30 - 07.01.2020 07:45","61465","67742"
"07.01.2020 07:45 - 07.01.2020 08:00","62652","68435"
"07.01.2020 08:00 - 07.01.2020 08:15","62780","69482"
"07.01.2020 08:15 - 07.01.2020 08:30","62899","69872"
"07.01.2020 08:30 - 07.01.2020 08:45","63500","69953"
"07.01.2020 08:45 - 07.01.2020 09:00","63662","69775"
"07.01.2020 09:00 - 07.01.2020 09:15","63656","69667"
"07.01.2020 09:15 - 07.01.2020 09:30","64177","69849"
"07.01.2020 09:30 - 07.01.2020 09:45","64425","70111"
"07.01.2020 09:45 - 07.01.2020 10:00","64691","70372"
"07.01.2020 10:00 - 07.01.2020 10:15","64542","70050"
"07.01.2020 10:15 - 07.01.2020 10:30","64641","70464"
"07.01.2020 10:30 - 07.01.2020 10:45","65159","70631"
"07.01.2020 10:45 - 07.01.2020 11:00","65207","70819"
"07.01.2020 11:00 - 07.01.2020 11:15","65228","70758"
"07.01.2020 11:15 - 07.01.2020 11:30","65808","70592"
"07.01.2020 11:30 - 07.01.2020 11:45","65810","70726"
"07.01.2020 11:45 - 07.01.2020 12:00","65957","70679"
"07.01.2020 12:00 - 07.01.2020 12:15","65544","70162"
"07.01.2020 12:15 - 07.01.2020 12:30","65424","69920"
"07.01.2020 12:30 - 07.01.2020 12:45","65496","69929"
"07.01.2020 12:45 - 07.01.2020 13:00","65710","69916"
"07.01.2020 13:00 - 07.01.2020 13:15","65613","70214"
"07.01.2020 13:15 - 07.01.2020 13:30","65516","70330"
"07.01.2020 13:30 - 07.01.2020 13:45","65086","70109"
"07.01.2020 13:45 - 07.01.2020 14:00","64605","69606"
"07.01.2020 14:00 - 07.01.2020 14:15","64653","69433"
"07.01.2020 14:15 - 07.01.2020 14:30","64244","69467"
"07.01.2020 14:30 - 07.01.2020 14:45","64046","69573"
"07.01.2020 14:45 - 07.01.2020 15:00","63389","69314"
"07.01.2020 15:00 - 07.01.2020 15:15","64123","69130"
"07.01.2020 15:15 - 07.01.2020 15:30","63576","68698"
"07.01.2020 15:30 - 07.01.2020 15:45","63312","68506"
"07.01.2020 15:45 - 07.01.2020 16:00","63155","68333"
"07.01.2020 16:00 - 07.01.2020 16:15","63711","68654"
"07.01.2020 16:15 - 07.01.2020 16:30","63507","68815"
"07.01.2020 16:30 - 07.01.2020 16:45","64462","69167"
"07.01.2020 16:45 - 07.01.2020 17:00","64716","69933"
"07.01.2020 17:00 - 07.01.2020 17:15","65743","70796"
"07.01.2020 17:15 - 07.01.2020 17:30","66069","71477"
"07.01.2020 17:30 - 07.01.2020 17:45","66374","71691"
"07.01.2020 17:45 - 07.01.2020 18:00","66483","72044"
"07.01.2020 18:00 - 07.01.2020 18:15","66443","71561"
"07.01.2020 18:15 - 07.01.2020 18:30","66415","71374"
"07.01.2020 18:30 - 07.01.2020 18:45","65905","71109"
"07.01.2020 18:45 - 07.01.2020 19:00","65495","71012"
"07.01.2020 19:00 - 07.01.2020 19:15","65329","70278"
"07.01.2020 19:15 - 07.01.2020 19:30","64779","69735"
"07.01.2020 19:30 - 07.01.2020 19:45","64473","69256"
"07.01.2020 19:45 - 07.01.2020 20:00","63912","68924"
"07.01.2020 20:00 - 07.01.2020 20:15","62547","67365"
"07.01.2020 20:15 - 07.01.2020 20:30","61549","66257"
"07.01.2020 20:30 - 07.01.2020 20:45","60691","65145"
"07.01.2020 20:45 - 07.01.2020 21:00","59682","64192"
"07.01.2020 21:00 - 07.01.2020 21:15","58949","63549"
"07.01.2020 21:15 - 07.01.2020 21:30","58293","62877"
"07.01.2020 21:30 - 07.01.2020 21:45","57747","62012"
"07.01.2020 21:45 - 07.01.2020 22:00","57235","61352"
"07.01.2020 22:00 - 07.01.2020 22:15","57060","60723"
"07.01.2020 22:15 - 07.01.2020 22:30","56556","60100"
"07.01.2020 22:30 - 07.01.2020 22:45","55524","59205"
"07.01.2020 22:45 - 07.01.2020 23:00","54719","57884"
"07.01.2020 23:00 - 07.01.2020 23:15","53408","56853"
"07.01.2020 23:15 - 07.01.2020 23:30","52494","56269"
"07.01.2020 23:30 - 07.01.2020 23:45","51826","55463"
"07.01.2020 23:45 - 08.01.2020 00:00","51193","54597"
"08.01.2020 00:00 - 08.01.2020 00:15","50884","53778"
"08.01.2020 00:15 - 08.01.2020 00:30","50226","53188"
"08.01.2020 00:30 - 08.01.2020 00:45","49769","52764"
"08.01.2020 00:45 - 08.01.2020 01:00","49313","52730"
"08.01.2020 01:00 - 08.01.2020 01:15","48431","52106"
"08.01.2020 01:15 - 08.01.2020 01:30","48213","51623"
"08.01.2020 01:30 - 08.01.2020 01:45","47969","51479"
"08.01.2020 01:45 - 08.01.2020 02:00","47771","51146"
"08.01.2020 02:00 - 08.01.2020 02:15","47413","50923"
"08.01.2020 02:15 - 08.01.2020 02:30","47310","50769"
"08.01.2020 02:30 - 08.01.2020 02:45","47337","50558"
"08.01.2020 02:45 - 08.01.2020 03:00","47408","50943"
"08.01.2020 03:00 - 08.01.2020 03:15","47501","50857"
"08.01.2020 03:15 - 08.01.2020 03:30","47537","51040"
"08.01.2020 03:30 - 08.01.2020 03:45","47550","51199"
"08.01.2020 03:45 - 08.01.2020 04:00","47718","51264"
"08.01.2020 04:00 - 08.01.2020 04:15","48133","51582"
"08.01.2020 04:15 - 08.01.2020 04:30","48392","52008"
"08.01.2020 04:30 - 08.01.2020 04:45","48777","52512"
"08.01.2020 04:45 - 08.01.2020 05:00","49249","53072"
"08.01.2020 05:00 - 08.01.2020 05:15","50295","54384"
"08.01.2020 05:15 - 08.01.2020 05:30","50845","54836"
"08.01.2020 05:30 - 08.01.2020 05:45","51770","56046"
"08.01.2020 05:45 - 08.01.2020 06:00","53154","57564"
"08.01.2020 06:00 - 08.01.2020 06:15","55994","59785"
"08.01.2020 06:15 - 08.01.2020 06:30","57845","61873"
"08.01.2020 06:30 - 08.01.2020 06:45","59607","63680"
"08.01.2020 06:45 - 08.01.2020 07:00","61073","65332"
"08.01.2020 07:00 - 08.01.2020 07:15","62715","67440"
"08.01.2020 07:15 - 08.01.2020 07:30","63616","68853"
"08.01.2020 07:30 - 08.01.2020 07:45","64065","70024"
"08.01.2020 07:45 - 08.01.2020 08:00","64824","70977"
"08.01.2020 08:00 - 08.01.2020 08:15","65245","72110"
"08.01.2020 08:15 - 08.01.2020 08:30","65754","72655"
"08.01.2020 08:30 - 08.01.2020 08:45","66220","72740"
"08.01.2020 08:45 - 08.01.2020 09:00","66200","72466"
"08.01.2020 09:00 - 08.01.2020 09:15","65779","71949"
"08.01.2020 09:15 - 08.01.2020 09:30","66186","72349"
"08.01.2020 09:30 - 08.01.2020 09:45","66375","72591"
"08.01.2020 09:45 - 08.01.2020 10:00","66771","72788"
"08.01.2020 10:00 - 08.01.2020 10:15","66675","73138"
"08.01.2020 10:15 - 08.01.2020 10:30","66758","73344"
"08.01.2020 10:30 - 08.01.2020 10:45","66882","73325"
"08.01.2020 10:45 - 08.01.2020 11:00","67091","73402"
"08.01.2020 11:00 - 08.01.2020 11:15","66932","73216"
"08.01.2020 11:15 - 08.01.2020 11:30","67291","73414"
"08.01.2020 11:30 - 08.01.2020 11:45","67516","73780"
"08.01.2020 11:45 - 08.01.2020 12:00","67390","73869"
"08.01.2020 12:00 - 08.01.2020 12:15","67066","73225"
"08.01.2020 12:15 - 08.01.2020 12:30","66610","73301"
"08.01.2020 12:30 - 08.01.2020 12:45","66549","73269"
"08.01.2020 12:45 - 08.01.2020 13:00","66288","73123"
"08.01.2020 13:00 - 08.01.2020 13:15","66351","73204"
"08.01.2020 13:15 - 08.01.2020 13:30","65936","73005"
"08.01.2020 13:30 - 08.01.2020 13:45","65471","72461"
"08.01.2020 13:45 - 08.01.2020 14:00","65149","71726"
"08.01.2020 14:00 - 08.01.2020 14:15","65084","71771"
"08.01.2020 14:15 - 08.01.2020 14:30","64914","71373"
"08.01.2020 14:30 - 08.01.2020 14:45","64746","71067"
"08.01.2020 14:45 - 08.01.2020 15:00","64675","70770"
"08.01.2020 15:00 - 08.01.2020 15:15","64909","70616"
"08.01.2020 15:15 - 08.01.2020 15:30","64612","70504"
"08.01.2020 15:30 - 08.01.2020 15:45","64498","70122"
"08.01.2020 15:45 - 08.01.2020 16:00","64701","69910"
"08.01.2020 16:00 - 08.01.2020 16:15","64844","69633"
"08.01.2020 16:15 - 08.01.2020 16:30","64747","69588"
"08.01.2020 16:30 - 08.01.2020 16:45","65338","70198"
"08.01.2020 16:45 - 08.01.2020 17:00","65989","70738"
"08.01.2020 17:00 - 08.01.2020 17:15","66692","71344"
"08.01.2020 17:15 - 08.01.2020 17:30","67210","71503"
"08.01.2020 17:30 - 08.01.2020 17:45","67455","71433"
"08.01.2020 17:45 - 08.01.2020 18:00","67652","71453"
"08.01.2020 18:00 - 08.01.2020 18:15","67635","71155"
"08.01.2020 18:15 - 08.01.2020 18:30","67450","70769"
"08.01.2020 18:30 - 08.01.2020 18:45","67243","70624"
"08.01.2020 18:45 - 08.01.2020 19:00","67087","70445"
"08.01.2020 19:00 - 08.01.2020 19:15","67045","69909"
"08.01.2020 19:15 - 08.01.2020 19:30","66460","69199"
"08.01.2020 19:30 - 08.01.2020 19:45","65905","68473"
"08.01.2020 19:45 - 08.01.2020 20:00","65337","67842"
"08.01.2020 20:00 - 08.01.2020 20:15","64101","66511"
"08.01.2020 20:15 - 08.01.2020 20:30","63088","65328"
"08.01.2020 20:30 - 08.01.2020 20:45","62227","64080"
"08.01.2020 20:45 - 08.01.2020 21:00","61347","63348"
"08.01.2020 21:00 - 08.01.2020 21:15","60658","62464"
"08.01.2020 21:15 - 08.01.2020 21:30","59954","61510"
"08.01.2020 21:30 - 08.01.2020 21:45","59256","60442"
"08.01.2020 21:45 - 08.01.2020 22:00","58491","59612"
"08.01.2020 22:00 - 08.01.2020 22:15","58477","59489"
"08.01.2020 22:15 - 08.01.2020 22:30","57903","58751"
"08.01.2020 22:30 - 08.01.2020 22:45","56925","57414"
"08.01.2020 22:45 - 08.01.2020 23:00","56002","56382"
"08.01.2020 23:00 - 08.01.2020 23:15","54670","55059"
"08.01.2020 23:15 - 08.01.2020 23:30","53804","54009"
"08.01.2020 23:30 - 08.01.2020 23:45","53079","53079"
"08.01.2020 23:45 - 09.01.2020 00:00","52382","52359"
"09.01.2020 00:00 - 09.01.2020 00:15","52762","51039"
"09.01.2020 00:15 - 09.01.2020 00:30","51935","50130"
"09.01.2020 00:30 - 09.01.2020 00:45","51507","49092"
"09.01.2020 00:45 - 09.01.2020 01:00","51227","48734"
"09.01.2020 01:00 - 09.01.2020 01:15","50356","47994"
"09.01.2020 01:15 - 09.01.2020 01:30","50074","47601"
"09.01.2020 01:30 - 09.01.2020 01:45","49818","47749"
"09.01.2020 01:45 - 09.01.2020 02:00","49580","47544"
"09.01.2020 02:00 - 09.01.2020 02:15","49178","47350"
"09.01.2020 02:15 - 09.01.2020 02:30","49007","47390"
"09.01.2020 02:30 - 09.01.2020 02:45","48880","47572"
"09.01.2020 02:45 - 09.01.2020 03:00","48895","47497"
"09.01.2020 03:00 - 09.01.2020 03:15","48957","47499"
"09.01.2020 03:15 - 09.01.2020 03:30","48823","47637"
"09.01.2020 03:30 - 09.01.2020 03:45","48879","47759"
"09.01.2020 03:45 - 09.01.2020 04:00","48914","48168"
"09.01.2020 04:00 - 09.01.2020 04:15","49383","49094"
"09.01.2020 04:15 - 09.01.2020 04:30","49566","49667"
"09.01.2020 04:30 - 09.01.2020 04:45","50134","49726"
"09.01.2020 04:45 - 09.01.2020 05:00","50438","50272"
"09.01.2020 05:00 - 09.01.2020 05:15","51635","52530"
"09.01.2020 05:15 - 09.01.2020 05:30","52048","53302"
"09.01.2020 05:30 - 09.01.2020 05:45","52866","54292"
"09.01.2020 05:45 - 09.01.2020 06:00","54231","55925"
"09.01.2020 06:00 - 09.01.2020 06:15","56711","59637"
"09.01.2020 06:15 - 09.01.2020 06:30","58549","61938"
"09.01.2020 06:30 - 09.01.2020 06:45","60195","63799"
"09.01.2020 06:45 - 09.01.2020 07:00","61431","65154"
"09.01.2020 07:00 - 09.01.2020 07:15","63087","66885"
"09.01.2020 07:15 - 09.01.2020 07:30","63877","68203"
"09.01.2020 07:30 - 09.01.2020 07:45","64227","68906"
"09.01.2020 07:45 - 09.01.2020 08:00","65307","69841"
"09.01.2020 08:00 - 09.01.2020 08:15","65756","70541"
"09.01.2020 08:15 - 09.01.2020 08:30","65839","70974"
"09.01.2020 08:30 - 09.01.2020 08:45","66155","71012"
"09.01.2020 08:45 - 09.01.2020 09:00","66470","71107"
"09.01.2020 09:00 - 09.01.2020 09:15","66541","70922"
"09.01.2020 09:15 - 09.01.2020 09:30","66767","71255"
"09.01.2020 09:30 - 09.01.2020 09:45","66863","71648"
"09.01.2020 09:45 - 09.01.2020 10:00","66942","71722"
"09.01.2020 10:00 - 09.01.2020 10:15","66938","71512"
"09.01.2020 10:15 - 09.01.2020 10:30","67262","71865"
"09.01.2020 10:30 - 09.01.2020 10:45","67449","72317"
"09.01.2020 10:45 - 09.01.2020 11:00","67424","72674"
"09.01.2020 11:00 - 09.01.2020 11:15","67515","72247"
"09.01.2020 11:15 - 09.01.2020 11:30","67762","72266"
"09.01.2020 11:30 - 09.01.2020 11:45","68182","72139"
"09.01.2020 11:45 - 09.01.2020 12:00","68009","71843"
"09.01.2020 12:00 - 09.01.2020 12:15","67849","71827"
"09.01.2020 12:15 - 09.01.2020 12:30","67645","71726"
"09.01.2020 12:30 - 09.01.2020 12:45","67870","71879"
"09.01.2020 12:45 - 09.01.2020 13:00","67853","72084"
"09.01.2020 13:00 - 09.01.2020 13:15","67985","72343"
"09.01.2020 13:15 - 09.01.2020 13:30","67629","72332"
"09.01.2020 13:30 - 09.01.2020 13:45","67192","72062"
"09.01.2020 13:45 - 09.01.2020 14:00","66668","71243"
"09.01.2020 14:00 - 09.01.2020 14:15","66474","70637"
"09.01.2020 14:15 - 09.01.2020 14:30","66550","70098"
"09.01.2020 14:30 - 09.01.2020 14:45","66525","69926"
"09.01.2020 14:45 - 09.01.2020 15:00","65995","69863"
"09.01.2020 15:00 - 09.01.2020 15:15","66165","69942"
"09.01.2020 15:15 - 09.01.2020 15:30","65830","70010"
"09.01.2020 15:30 - 09.01.2020 15:45","65591","69949"
"09.01.2020 15:45 - 09.01.2020 16:00","65727","69678"
